age,capital_gain,capital_loss,education,final_weight,hours_worked_per_week,marital_status,native_country,occupation,race,relationship,is_male,workclass,over_threshold,capital_gain_log1p,capital_loss_log1p,final_weight_log1p,native_country_frequency
55,0.0,0.0,6,174478,29,Never-married,United-States,Other-service,White,Not-in-family,True,Private,0,0.0,0.0,12.069559669543176,0.8937728937728938
21,0.0,0.0,8,169003,25,Never-married,United-States,Adm-clerical,Black,Own-child,True,Federal-gov,0,0.0,0.0,12.037677662264166,0.8937728937728938
19,0.0,0.0,7,244175,25,Never-married,United-States,Sales,White,Own-child,True,Private,0,0.0,0.0,12.405644555730657,0.8937728937728938
22,0.0,0.0,10,275385,25,Never-married,United-States,Other-service,White,Other-relative,True,Private,0,0.0,0.0,12.525929028835668,0.8937728937728938
78,0.0,0.0,7,212660,10,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-inc,0,0.0,0.0,12.267454627535788,0.8937728937728938
18,0.0,0.0,9,177648,25,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,12.087564972387453,0.8937728937728938
19,0.0,0.0,7,53355,12,Never-married,United-States,Sales,White,Not-in-family,True,Private,0,0.0,0.0,10.884741715260935,0.8937728937728938
50,0.0,0.0,9,166565,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.023146906254736,0.8937728937728938
42,0.0,0.0,9,340885,50,Never-married,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,12.739303389520884,0.8937728937728938
34,0.0,0.0,10,293017,40,Never-married,United-States,Tech-support,Black,Unmarried,False,Private,0,0.0,0.0,12.587989319559346,0.8937728937728938
31,0.0,0.0,9,111883,40,Never-married,United-States,Craft-repair,White,Other-relative,True,Private,0,0.0,0.0,11.62521789926885,0.8937728937728938
29,0.0,0.0,13,106179,35,Never-married,__RARE__,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,11.572891046137663,0.0
49,15024.0,0.0,13,271346,60,Married-civ-spouse,United-States,?,White,Husband,True,?,1,9.617470759403409,0.0,12.511153723598483,0.8937728937728938
31,0.0,0.0,9,150324,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0,0.0,0.0,11.92055489590777,0.8937728937728938
34,0.0,0.0,14,104509,40,Separated,United-States,Prof-specialty,White,Unmarried,False,Local-gov,0,0.0,0.0,11.55703803958855,0.8937728937728938
33,0.0,0.0,9,204577,40,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.228704599836513,0.8937728937728938
26,0.0,0.0,9,128699,40,Married-spouse-absent,__RARE__,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,11.765239393584219,0.0
22,0.0,0.0,9,255575,35,Never-married,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,12.451275100363329,0.8937728937728938
53,5013.0,0.0,9,124094,35,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Local-gov,0,8.519989278718239,0.0,11.728802680292393,0.8937728937728938
27,0.0,0.0,13,157612,60,Separated,United-States,Exec-managerial,White,Not-in-family,False,Private,0,0.0,0.0,11.96789794031367,0.8937728937728938
50,0.0,0.0,5,22418,50,Divorced,United-States,Transport-moving,White,Not-in-family,True,Private,0,0.0,0.0,10.0176640925984,0.8937728937728938
53,0.0,1590.0,10,290290,50,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,7.372118028337787,12.578639147120837,0.8937728937728938
34,0.0,0.0,6,177304,40,Divorced,__RARE__,?,White,Not-in-family,True,?,0,0.0,0.0,12.085626692454287,0.0
38,0.0,0.0,10,224584,40,Divorced,United-States,Sales,Black,Unmarried,False,Private,0,0.0,0.0,12.322009533659976,0.8937728937728938
45,0.0,0.0,13,34307,40,Divorced,United-States,Prof-specialty,White,Unmarried,False,Private,0,0.0,0.0,10.443133842110312,0.8937728937728938
58,0.0,0.0,10,30111,40,Widowed,United-States,Prof-specialty,Amer-Indian-Eskimo,Unmarried,False,Federal-gov,0,0.0,0.0,10.312679042385106,0.8937728937728938
39,0.0,0.0,10,50096,80,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,10.821716405040542,0.8937728937728938
40,0.0,0.0,9,77975,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,11.264156366017046,0.8937728937728938
42,0.0,0.0,13,281315,50,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Local-gov,0,0.0,0.0,12.547233871637518,0.8937728937728938
21,0.0,0.0,7,256356,40,Never-married,Mexico,__RARE__,White,Other-relative,False,Private,0,0.0,0.0,12.45432628325604,0.02197802197802198
60,0.0,0.0,9,231770,65,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.353505094209552,0.8937728937728938
35,0.0,0.0,10,338611,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,12.732610188100441,0.8937728937728938
20,0.0,0.0,10,259496,20,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,12.466500420827613,0.8937728937728938
62,0.0,0.0,4,101582,35,Widowed,United-States,Machine-op-inspct,White,Unmarried,False,Private,0,0.0,0.0,11.528631477291846,0.8937728937728938
50,4650.0,0.0,10,138852,22,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0,8.444837529224097,0.0,11.841171098551232,0.8937728937728938
55,0.0,1977.0,14,208311,20,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,1,0.0,7.589841512182657,12.246792234807192,0.8937728937728938
55,0.0,0.0,12,111130,40,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Own-child,True,State-gov,0,0.0,0.0,11.618464964609466,0.8937728937728938
36,0.0,0.0,9,286115,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,12.564152601976406,0.8937728937728938
33,0.0,0.0,11,112820,40,Married-civ-spouse,United-States,Protective-serv,White,Husband,True,Private,0,0.0,0.0,11.633557770931338,0.8937728937728938
28,0.0,0.0,6,174666,80,Separated,United-States,?,White,Not-in-family,True,?,0,0.0,0.0,12.070636583030195,0.8937728937728938
55,0.0,0.0,5,157639,58,Married-civ-spouse,United-States,Sales,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.96806923130894,0.8937728937728938
33,0.0,0.0,10,100228,40,Never-married,United-States,Machine-op-inspct,Black,Not-in-family,True,Private,0,0.0,0.0,11.515212846916363,0.8937728937728938
53,0.0,0.0,10,539864,20,Divorced,United-States,Craft-repair,White,Not-in-family,True,Private,0,0.0,0.0,13.199074387285247,0.8937728937728938
34,0.0,0.0,8,172716,40,Married-civ-spouse,United-States,__RARE__,White,Husband,True,Federal-gov,0,0.0,0.0,12.059409695885458,0.8937728937728938
28,0.0,0.0,9,183802,55,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,0,0.0,0.0,12.121619810859748,0.8937728937728938
28,7688.0,0.0,11,142764,45,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,8.94754601503218,0.0,11.868955200806973,0.8937728937728938
53,0.0,0.0,5,179237,40,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Local-gov,0,0.0,0.0,12.096469810614215,0.8937728937728938
22,0.0,2339.0,13,124483,40,Never-married,__RARE__,Tech-support,Asian-Pac-Islander,Not-in-family,True,Private,0,0.0,7.757906208351747,11.731932472572035,0.0
30,0.0,0.0,13,110622,40,Divorced,__RARE__,Exec-managerial,Asian-Pac-Islander,Not-in-family,False,Private,0,0.0,0.0,11.613883303050757,0.0
17,0.0,0.0,7,154938,20,Never-married,United-States,?,White,Own-child,True,?,0,0.0,0.0,11.950786770053798,0.8937728937728938
27,0.0,0.0,9,221912,40,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Private,0,0.0,0.0,12.310040692152828,0.8937728937728938
52,0.0,0.0,13,117674,38,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,11.675681866269343,0.8937728937728938
18,0.0,0.0,9,120029,40,Never-married,United-States,Other-service,White,Own-child,False,Private,0,0.0,0.0,11.695496990519391,0.8937728937728938
37,0.0,0.0,15,76767,39,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,State-gov,1,0.0,0.0,11.248543165639422,0.8937728937728938
73,0.0,0.0,13,185939,40,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,12.133179320009848,0.8937728937728938
44,0.0,0.0,9,118550,33,Divorced,United-States,Other-service,White,Unmarried,False,Private,0,0.0,0.0,11.683098526717359,0.8937728937728938
26,0.0,0.0,9,196866,38,Never-married,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.19028365281578,0.8937728937728938
42,0.0,0.0,13,157443,27,Married-civ-spouse,__RARE__,Prof-specialty,Asian-Pac-Islander,Wife,False,Private,1,0.0,0.0,11.966825118467405,0.0
22,0.0,0.0,10,203894,15,Never-married,United-States,Sales,White,Own-child,False,Private,0,0.0,0.0,12.225360434437459,0.8937728937728938
29,0.0,0.0,6,253752,40,Married-civ-spouse,United-States,Farming-fishing,White,Wife,False,Private,0,0.0,0.0,12.444116631928345,0.8937728937728938
29,0.0,0.0,9,37215,55,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,0,0.0,0.0,10.52449405531839,0.8937728937728938
26,0.0,0.0,13,242768,38,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,12.39986565291557,0.8937728937728938
31,0.0,0.0,9,42485,55,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,10.656929888879828,0.8937728937728938
51,0.0,0.0,9,40230,60,Married-civ-spouse,United-States,Exec-managerial,White,Wife,False,Private,0,0.0,0.0,10.602393121706738,0.8937728937728938
25,0.0,0.0,12,191803,50,Never-married,United-States,Sales,White,Not-in-family,True,Self-emp-not-inc,0,0.0,0.0,12.164229296271362,0.8937728937728938
51,0.0,0.0,13,172281,35,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,State-gov,1,0.0,0.0,12.056887948109253,0.8937728937728938
27,0.0,0.0,9,273929,40,Never-married,United-States,Farming-fishing,White,Own-child,True,Local-gov,0,0.0,0.0,12.520627878278496,0.8937728937728938
17,0.0,0.0,7,99462,20,Never-married,United-States,Other-service,Amer-Indian-Eskimo,Own-child,False,Private,0,0.0,0.0,11.507540994693388,0.8937728937728938
41,0.0,0.0,13,343591,10,Separated,United-States,Prof-specialty,White,Unmarried,False,Local-gov,0,0.0,0.0,12.747210185934108,0.8937728937728938
17,0.0,0.0,8,174120,15,Never-married,United-States,Handlers-cleaners,White,Own-child,True,Self-emp-not-inc,0,0.0,0.0,12.067505738815376,0.8937728937728938
32,0.0,0.0,9,193285,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,12.17192623629312,0.8937728937728938
58,0.0,0.0,9,190541,47,Never-married,United-States,Sales,White,Not-in-family,True,Self-emp-inc,0,0.0,0.0,12.157627921689361,0.8937728937728938
34,0.0,0.0,14,349169,40,Married-civ-spouse,Mexico,Craft-repair,White,Husband,True,Private,0,0.0,0.0,12.763314188604133,0.02197802197802198
29,0.0,0.0,14,370675,50,Never-married,United-States,Prof-specialty,White,Not-in-family,False,Local-gov,0,0.0,0.0,12.823083644663663,0.8937728937728938
50,0.0,1887.0,13,128143,50,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,7.543273346705446,11.760909910563463,0.8937728937728938
48,0.0,0.0,9,188081,40,Married-civ-spouse,United-States,Adm-clerical,White,Husband,True,Federal-gov,1,0.0,0.0,12.144633316930275,0.8937728937728938
57,0.0,0.0,9,217692,38,Widowed,United-States,Craft-repair,White,Not-in-family,False,Self-emp-not-inc,0,0.0,0.0,12.290841092364841,0.8937728937728938
37,0.0,0.0,5,109472,40,Divorced,United-States,Other-service,White,Not-in-family,False,Private,0,0.0,0.0,11.603433222491528,0.8937728937728938
18,0.0,0.0,10,192022,20,Never-married,United-States,Other-service,White,Own-child,True,Private,0,0.0,0.0,12.165370435502137,0.8937728937728938
35,0.0,0.0,9,350169,38,Divorced,__RARE__,Machine-op-inspct,White,Unmarried,False,Private,0,0.0,0.0,12.76617402983031,0.0
48,0.0,2231.0,13,155781,30,Divorced,United-States,Prof-specialty,White,Not-in-family,True,Private,1,0.0,7.710653323501202,11.95621287301009,0.8937728937728938
39,0.0,0.0,9,31964,80,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,10.372396833200828,0.8937728937728938
32,0.0,0.0,13,167063,40,Married-civ-spouse,United-States,Tech-support,White,Husband,True,Private,0,0.0,0.0,12.026132251516612,0.8937728937728938
40,0.0,1977.0,11,175943,15,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Self-emp-not-inc,1,0.0,7.589841512182657,12.077921041571532,0.8937728937728938
50,0.0,2051.0,9,105010,20,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,Self-emp-not-inc,0,0.0,7.62657020629066,11.561820385557278,0.8937728937728938
58,3325.0,0.0,9,140363,30,Divorced,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,8.109525659752872,0.0,11.851994327438707,0.8937728937728938
60,0.0,0.0,3,74422,44,Married-civ-spouse,Mexico,Farming-fishing,White,Husband,True,Private,0,0.0,0.0,11.217520312832272,0.02197802197802198
21,0.0,0.0,10,39236,8,Never-married,United-States,Prof-specialty,White,Not-in-family,False,State-gov,0,0.0,0.0,10.577375458157261,0.8937728937728938
36,0.0,0.0,10,74593,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Local-gov,0,0.0,0.0,11.219815354002847,0.8937728937728938
54,0.0,0.0,14,141707,40,Married-civ-spouse,United-States,Prof-specialty,Black,Husband,True,Private,1,0.0,0.0,11.861523881389282,0.8937728937728938
33,0.0,0.0,9,327902,45,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.700473111921719,0.8937728937728938
33,0.0,0.0,14,55291,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,10.920383511584248,0.8937728937728938
34,0.0,0.0,9,183473,40,Divorced,United-States,Transport-moving,White,Own-child,False,Private,0,0.0,0.0,12.119828247064577,0.8937728937728938
45,0.0,0.0,13,246431,30,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,12.414841372338977,0.8937728937728938
32,0.0,0.0,10,33678,50,Married-civ-spouse,United-States,Transport-moving,White,Husband,True,Private,1,0.0,0.0,10.42462977670407,0.8937728937728938
33,0.0,0.0,15,37546,40,Married-civ-spouse,United-States,Prof-specialty,White,Wife,False,Federal-gov,1,0.0,0.0,10.53334876052526,0.8937728937728938
51,0.0,0.0,9,115851,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,11.66006879341457,0.8937728937728938
46,0.0,0.0,9,225456,40,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Self-emp-not-inc,0,0.0,0.0,12.325884732380304,0.8937728937728938
46,0.0,0.0,15,199378,90,Never-married,United-States,Prof-specialty,White,Not-in-family,True,Private,0,0.0,0.0,12.202962815015917,0.8937728937728938
66,0.0,0.0,10,222810,35,Divorced,United-States,?,White,Other-relative,False,?,0,0.0,0.0,12.31407915745028,0.8937728937728938
59,0.0,0.0,9,218764,45,Divorced,United-States,?,White,Not-in-family,False,?,0,0.0,0.0,12.295753373297519,0.8937728937728938
44,0.0,1741.0,12,139161,40,Divorced,United-States,Adm-clerical,Black,Not-in-family,False,Federal-gov,0,0.0,7.462789157412448,11.843394001108564,0.8937728937728938
27,0.0,0.0,11,176683,60,Married-civ-spouse,United-States,Other-service,White,Husband,True,Private,0,0.0,0.0,12.082118105254956,0.8937728937728938
29,0.0,0.0,9,180115,45,Never-married,United-States,Tech-support,White,Not-in-family,False,Private,0,0.0,0.0,12.101356366751642,0.8937728937728938
20,0.0,0.0,10,219835,30,Never-married,?,Sales,White,Own-child,True,Private,0,0.0,0.0,12.300637092799644,0.0115995115995116
52,0.0,0.0,9,24185,84,Divorced,United-States,Craft-repair,White,Unmarried,True,Private,0,0.0,0.0,10.09352923234522,0.8937728937728938
17,0.0,0.0,8,53367,25,Never-married,United-States,Other-service,White,Other-relative,False,Private,0,0.0,0.0,10.88496659438935,0.8937728937728938
31,0.0,0.0,5,119735,40,Never-married,Mexico,Machine-op-inspct,White,Unmarried,True,Private,0,0.0,0.0,11.693044598208983,0.02197802197802198
39,0.0,0.0,12,160623,40,Never-married,United-States,Craft-repair,White,Own-child,True,Private,0,0.0,0.0,11.986821508931309,0.8937728937728938
33,0.0,0.0,9,356015,35,Separated,__RARE__,Craft-repair,Amer-Indian-Eskimo,Not-in-family,True,Private,0,0.0,0.0,12.78273095264445,0.0
26,0.0,0.0,14,160261,20,Never-married,__RARE__,Prof-specialty,Asian-Pac-Islander,Not-in-family,True,Private,0,0.0,0.0,11.984565254974644,0.0
28,0.0,0.0,11,79874,40,Never-married,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,0.0,0.0,11.288218191679835,0.8937728937728938
37,0.0,0.0,9,216924,60,Divorced,United-States,Farming-fishing,White,Own-child,True,Private,0,0.0,0.0,12.28730695066169,0.8937728937728938
28,0.0,0.0,2,95566,35,Married-spouse-absent,__RARE__,Other-service,__RARE__,Own-child,False,Private,0,0.0,0.0,11.467582851163785,0.0
50,0.0,0.0,9,114758,40,Married-civ-spouse,United-States,Craft-repair,White,Husband,True,Private,1,0.0,0.0,11.650589556219762,0.8937728937728938
59,0.0,0.0,6,132717,40,Married-civ-spouse,United-States,Farming-fishing,White,Husband,True,State-gov,0,0.0,0.0,11.795981855431917,0.8937728937728938
68,0.0,0.0,13,40956,25,Married-civ-spouse,United-States,?,White,Husband,True,?,0,0.0,0.0,10.62027801484355,0.8937728937728938
20,0.0,0.0,9,406641,30,Never-married,United-States,Adm-clerical,White,Not-in-family,False,Private,0,0.0,0.0,12.91568847046399,0.8937728937728938
44,0.0,0.0,3,324311,32,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,True,Private,0,0.0,0.0,12.689461294386032,0.02197802197802198
55,0.0,0.0,9,51008,40,Divorced,United-States,Adm-clerical,White,Unmarried,False,Private,0,0.0,0.0,10.839757366725596,0.8937728937728938
56,0.0,0.0,9,208415,40,Divorced,?,Exec-managerial,Black,Not-in-family,True,Private,0,0.0,0.0,12.247291361346129,0.0115995115995116
55,0.0,0.0,9,169276,40,Divorced,United-States,Machine-op-inspct,Black,Other-relative,True,Private,0,0.0,0.0,12.039291705377831,0.8937728937728938
65,0.0,0.0,6,185001,20,Widowed,United-States,Sales,White,Not-in-family,False,Private,0,0.0,0.0,12.128121914812835,0.8937728937728938
35,0.0,0.0,4,90273,40,Married-civ-spouse,?,Machine-op-inspct,White,Husband,True,Private,1,0.0,0.0,11.41060476882039,0.0115995115995116
46,0.0,2258.0,9,140644,50,Married-spouse-absent,United-States,Machine-op-inspct,White,Not-in-family,True,Private,0,0.0,7.7226775164680035,11.853994264050423,0.8937728937728938
45,0.0,0.0,13,420986,40,Married-civ-spouse,United-States,Prof-specialty,White,Husband,True,Self-emp-not-inc,1,0.0,0.0,12.9503572333279,0.8937728937728938
41,0.0,0.0,13,220109,55,Married-civ-spouse,United-States,Exec-managerial,White,Husband,True,Private,1,0.0,0.0,12.301882700376149,0.8937728937728938
48,0.0,0.0,9,275100,70,Married-civ-spouse,__RARE__,Exec-managerial,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.524893581947863,0.0
35,0.0,0.0,14,289430,45,Married-civ-spouse,Mexico,Sales,White,Husband,True,Self-emp-inc,1,0.0,0.0,12.575672205618314,0.02197802197802198
40,0.0,0.0,13,176069,45,Divorced,United-States,Prof-specialty,White,Not-in-family,False,Private,0,0.0,0.0,12.07863692222049,0.8937728937728938
